団体コード,団体名,自治体サイトのオープンデータページURL,オープンデータ掲載サイトのURL1,オープンデータ掲載サイトのURL1の名称,オープンデータ掲載サイトのURL1の概要,オープンデータ掲載サイトのURL2,オープンデータ掲載サイトのURL2の名称,オープンデータ掲載サイトのURL2の概要,オープンデータ掲載サイトのURL3,オープンデータ掲載サイトのURL3の名称,オープンデータ掲載サイトのURL3の概要,初回登録日,更新日,主な分類,API有無,ライセンス
013919,北海道島牧村,https://www.vill.shimamaki.lg.jp/category/detail.php?category=administration&content=245,https://www.harp.lg.jp/opendata/dataset/search/?s[area_id]=64,（島牧村 ）北海道オープンデータポータル,北海道と北海道内市町村（北海道電子自治体共同システム参加団体）が共同でデータを登録できるポータルサイト。,https://www.vill.shimamaki.lg.jp/category/detail.php?category=administration&content=245,島牧村オープンデータ（北海道オープンデータポータル）,北海道と北海道内市町村（北海道電子自治体共同システム参加団体）が共同でデータを登録できるポータルサイト。 ,,,,2021/3/2,,防災,有,CC-BY
013927,北海道寿都町,http://www.town.suttu.lg.jp/town/detail.php?id=231,https://www.harp.lg.jp/opendata/dataset/search/?s%5Barea_id%5D=65,（寿都町 ）北海道オープンデータポータル,北海道と北海道内市町村（北海道電子自治体共同システム参加団体）が共同でデータを登録できるポータルサイト。,http://www.town.suttu.lg.jp/town/detail.php?id=231,寿都町オープンデータの取組について,寿都町のオープンデータに関するページ,,,,2022/12/12,,高齢者・介護、健康・医療、防災,無,CC-BY
013935,北海道黒松内町,http://kuromatsunai-news.sblo.jp/article/190134394.html,https://www.harp.lg.jp/opendata/dataset/search/?s%5Barea_id%5D=66,（黒松内町 ）北海道オープンデータポータル,北海道と北海道内市町村（北海道電子自治体共同システム参加団体）が共同でデータを登録できるポータルサイト。,http://kuromatsunai-news.sblo.jp/article/190134394.html,黒松内町オープンデータ（北海道オープンデータポータル）,北海道と北海道内市町村（北海道電子自治体共同システム参加団体）が共同でデータを登録できるポータルサイト。,,,,2023/1/30,,住民向け情報(暮らしの情報)、高齢者・介護、健康・医療、防災、地図,有,CC-BY
013943,北海道蘭越町,,https://www.harp.lg.jp/opendata/dataset/search/?s%5Barea_id%5D=67,（蘭越町 ）北海道オープンデータポータル,北海道と北海道内市町村（北海道電子自治体共同システム参加団体）が共同でデータを登録できるポータルサイト。,,,,,,,,,人口・世帯、農林水産業、統計、防災、運輸・観光、子育て、ゴミ・環境保全、区市町村の基本情報、行政活動情報、健康・医療、教育・文化・スポーツ・生活,無,CC-BY
013951,北海道ニセコ町,https://www.town.niseko.lg.jp/chosei/opendata/,https://www.harp.lg.jp/opendata/dataset/search/?s%5Barea_id%5D=68,（ニセコ町 ）北海道オープンデータポータル,北海道と北海道内市町村（北海道電子自治体共同システム参加団体）が共同でデータを登録できるポータルサイト。,,,,,,,2019/9/17,,人口・世帯、農林水産業、統計、防災、運輸・観光、子育て、ゴミ・環境保全、区市町村の基本情報、行政活動情報、健康・医療、教育・文化・スポーツ・生活,無,CC-BY
013960,北海道真狩村,https://www.vill.makkari.lg.jp/kurashi/opendata/,https://www.harp.lg.jp/opendata/dataset/search/?s%5Barea_id%5D=69,（真狩村 ）北海道オープンデータポータル,北海道と北海道内市町村（北海道電子自治体共同システム参加団体）が共同でデータを登録できるポータルサイト。,,,,,,,2023/2/28,,人口・世帯、農林水産業、統計、防災、運輸・観光、子育て、ゴミ・環境保全、区市町村の基本情報、行政活動情報、健康・医療、教育・文化・スポーツ・生活,無,CC-BY
013978,北海道留寿都村,http://www.vill.rusutsu.lg.jp/hotnews/detail/00002924.html,https://www.harp.lg.jp/opendata/dataset/search/?s%5Barea_id%5D=70,（留寿都村 ）北海道オープンデータポータル,北海道と北海道内市町村（北海道電子自治体共同システム参加団体）が共同でデータを登録できるポータルサイト。,http://www.vill.rusutsu.lg.jp/hotnews/detail/00002924.html,留寿都村オープンデータについて,留寿都村のオープンデータに関するページ,,,,2021/9/6,,健康・医療,無,CC-BY
013986,北海道喜茂別町,http://www.town.kimobetsu.hokkaido.jp/soshiki_shigoto/somuka/soumu_kikaku/2018-1207-1309-133.html,https://www.harp.lg.jp/opendata/dataset/search/?s%5Barea_id%5D=71,（喜茂別町 ）北海道オープンデータポータル,北海道と北海道内市町村（北海道電子自治体共同システム参加団体）が共同でデータを登録できるポータルサイト。,http://www.town.kimobetsu.hokkaido.jp/soshiki_shigoto/somuka/soumu_kikaku/2018-1207-1309-133.html,喜茂別町　オープンデータ,北海道喜茂別町のオープンデータを紹介するWebサイト,,,,,,情報通信・科学技術、住民向け情報,無,CC-BY
013994,北海道京極町,https://www.town-kyogoku.jp/choseijyouhou/sonota/opendata/,https://www.harp.lg.jp/opendata/dataset/search/?s%5Barea_id%5D=72,（京極町 ）北海道オープンデータポータル,北海道と北海道内市町村（北海道電子自治体共同システム参加団体）が共同でデータを登録できるポータルサイト。,https://www.town-kyogoku.jp/choseijyouhou/sonota/opendata/,北海道京極町公式WEBSite,京極町の情報発信等を行うWebサイト,,,,2022/8/3,,AED設置一覧、医療機関一覧,有,CC-BY
014001,北海道倶知安町,https://www.town.kutchan.hokkaido.jp/town_administration/opendata/,https://www.harp.lg.jp/opendata/dataset/search/?s%5Barea_id%5D=73,（倶知安町 ）北海道オープンデータポータル,北海道と北海道内市町村（北海道電子自治体共同システム参加団体）が共同でデータを登録できるポータルサイト。,,,,,,,2019/3/11,,人口・世帯、農林水産業、統計、防災、運輸・観光、子育て、ゴミ・環境保全、区市町村の基本情報、行政活動情報、健康・医療、教育・文化・スポーツ・生活,無,CC-BY
014010,北海道共和町,https://www.town.kyowa.hokkaido.jp/soshiki/soumuka/news/2023-0220-1054-66.html,https://www.harp.lg.jp/opendata/dataset/search/?s%5Barea_id%5D=74,（共和町 ）北海道オープンデータポータル,北海道と北海道内市町村（北海道電子自治体共同システム参加団体）が共同でデータを登録できるポータルサイト。,,,,,,,2023/2/27,,人口・世帯、農林水産業、統計、防災、運輸・観光、子育て、ゴミ・環境保全、区市町村の基本情報、行政活動情報、健康・医療、教育・文化・スポーツ・生活,無,CC-BY
014028,北海道岩内町,https://www.town.iwanai.hokkaido.jp/?p=46835,https://ckan.hoda.jp/organization/iwanai,,,https://www.town.iwanai.hokkaido.jp/?p=46835,岩内町オープンデータ（北海道オープンデータプラットフォーム）,岩内町のオープンデータ,,,,2020/2/27,,防災,無,CC-BY
014036,北海道泊村,https://www.vill.tomari.hokkaido.jp/docs/5437.html,https://www.harp.lg.jp/opendata/dataset/search/?s%5Barea_id%5D=75,（泊村 ）北海道オープンデータポータル,北海道と北海道内市町村（北海道電子自治体共同システム参加団体）が共同でデータを登録できるポータルサイト。,,,,,,,2023/2/16,,人口・世帯、農林水産業、統計、防災、運輸・観光、子育て、ゴミ・環境保全、区市町村の基本情報、行政活動情報、健康・医療、教育・文化・スポーツ・生活,無,CC-BY
014044,北海道神恵内村,,https://www.harp.lg.jp/opendata/dataset/search/?s%5Barea_id%5D=76,（神恵内村 ）北海道オープンデータポータル,北海道と北海道内市町村（北海道電子自治体共同システム参加団体）が共同でデータを登録できるポータルサイト。,,,,,,,,,人口・世帯、農林水産業、統計、防災、運輸・観光、子育て、ゴミ・環境保全、区市町村の基本情報、行政活動情報、健康・医療、教育・文化・スポーツ・生活,無,CC-BY
014052,北海道積丹町,http://www.town.shakotan.lg.jp/contents/post-42.html,https://www.harp.lg.jp/opendata/dataset/search/?s%5Barea_id%5D=77,（積丹町 ）北海道オープンデータポータル,北海道と北海道内市町村（北海道電子自治体共同システム参加団体）が共同でデータを登録できるポータルサイト。,http://www.town.shakotan.lg.jp/contents/post-42.html,積丹町オープンデータ（北海道オープンデータポータル）,北海道と北海道内市町村（北海道電子自治体共同システム参加団体）が共同でデータを登録できるポータルサイト。 ,,,,2020/8/26,,人口・世帯、農林水産業、統計、防災、運輸・観光、子育て、ゴミ・環境保全、区市町村の基本情報、行政活動情報、健康・医療、教育・文化・スポーツ・生活 ,無,CC-BY
014061,北海道古平町,http://www.town.furubira.lg.jp/town/detail.php?id=98,https://www.harp.lg.jp/opendata/dataset/search/?s%5Barea_id%5D=78,（古平町 ）北海道オープンデータポータル,北海道と北海道内市町村（北海道電子自治体共同システム参加団体）が共同でデータを登録できるポータルサイト。,http://www.town.furubira.lg.jp/town/detail.php?id=98,古平町オープンデータ（北海道オープンデータポータル）,北海道電子自治体共同運営協議会に参加している、北海道と道内の市町村（一部を除く）のデータの利活用環境の整備を目的としたポータルサイトです。 ,,,,2021/3/29,,"人口・ 世帯,教育・ 文化・ スポーツ・ 生活,行財政,司法・ 安全・ 環境,社会 保障・ 衛生,観光,健康・ 医療, 情報,イベント,施設",無,CC-BY
014079,北海道仁木町,http://www.town.niki.hokkaido.jp/section/kikakuka/opendata.html,https://www.harp.lg.jp/opendata/dataset/search/?s%5Barea_id%5D=79,（仁木町 ）北海道オープンデータポータル,北海道と北海道内市町村（北海道電子自治体共同システム参加団体）が共同でデータを登録できるポータルサイト。,http://www.town.niki.hokkaido.jp/section/kikakuka/opendata.html,仁木町オープンデータ（北海道オープンデータポータルサイト）,北海道電子自治体共同運営協議会に参加している、北海道と道内の市町村（一部を除く）のデータの利活用環境の整備を目的としたポータルサイトです。,,,,2023/1/30,,高齢者・介護、健康・医療、防災,無,CC-BY
014087,北海道余市町,https://www.town.yoichi.hokkaido.jp/kurashi/kurashinojouhou/2023-0227-2154-11.html,,,,,,,,,,2023/3/1,,,,
014095,北海道赤井川村,https://www.akaigawa.com/kurashi/gyosei/%e8%b5%a4%e4%ba%95%e5%b7%9d%e6%9d%91%e3%82%aa%e3%83%bc%e3%83%97%e3%83%b3%e3%83%87%e3%83%bc%e3%82%bf%e3%81%ab%e3%81%a4%e3%81%84%e3%81%a6%e3%80%80/,https://www.harp.lg.jp/opendata/dataset/search/?s%5Barea_id%5D=80,（赤井川村 ）北海道オープンデータポータル,北海道と北海道内市町村（北海道電子自治体共同システム参加団体）が共同でデータを登録できるポータルサイト。,,,,,,,2023/2/28,,人口・世帯、農林水産業、統計、防災、運輸・観光、子育て、ゴミ・環境保全、区市町村の基本情報、行政活動情報、健康・医療、教育・文化・スポーツ・生活,無,CC-BY
014231,北海道南幌町,https://www.town.nanporo.hokkaido.jp/about/politics/,https://www.harp.lg.jp/opendata/dataset/search/?s%5Barea_id%5D=81,（南幌町 ）北海道オープンデータポータル,北海道と北海道内市町村（北海道電子自治体共同システム参加団体）が共同でデータを登録できるポータルサイト。,https://www.town.nanporo.hokkaido.jp/about/politics/,南幌町のオープンデータの取り組み,南幌町のオープンデータに関するページ,,,,2022/12/15,,防災<br>健康・医療<br>高齢者・介護,無,CC-BY
